id,screen_name,name,location,description,created_at,friends_count,followers_count,statuses_count,favourites_count
221790511,enginozkoc,Engin Özkoç,Sakarya,"CHP PM Üyesi,Sakarya Milletvekili - TBMM Milli Eğitim, Kültür, Gençlik ve Spor Komisyonu Üyesi",Wed Dec 01 16:31:25 +0000 2010,1205,11963,1962,55
221539959,mehmetsadikatay,Mehmet Sadık ATAY,Ak Parti Aydın Milletvekili,"Uzun ince bir yoldayım. Gidiyorum gündüz gece. Bilmiyorum ne haldeyim , gidiyorum gündüz gece...",Tue Nov 30 23:04:03 +0000 2010,352,2873,7810,1262
220359152,Bullentoz,Bulent OZ,Çanakkale,CHP Çanakkale Milletvekili,Sat Nov 27 15:11:03 +0000 2010,418,1084,1640,55
219982547,gaytancioglu,Okan GAYTANCIOĞLU,Edirne,CHP Edirne Milletvekili / Doç.Dr. Ziraat Fakültesi- Tarım Ekonomisi,Fri Nov 26 12:54:28 +0000 2010,234,1109,281,2
219835068,alevdedegil,Alev DEDEGİL,TBMM / Ankara-İstanbul,AK Parti İstanbul Milletvekili,Fri Nov 26 00:57:28 +0000 2010,1,3371,0,0
218424102,aliihsanyavuz54,Ali ihsan YAVUZ,,"AK Parti Genel Merkez Seçim İşl.Başk.Yard., Adalet Komisyonu Üyesi, Sakarya Milletvekili, Avukat",Mon Nov 22 09:22:50 +0000 2010,434,18610,10595,37
216656351,sirsureyya,Sırrı Süreyya Önder,"Ankara, Türkiye",25. Dönem HDP Ankara Milletvekili,Wed Nov 17 11:12:02 +0000 2010,68,992284,489,3
216471007,GayeUsluer,Prof Dr Gaye Usluer.,TURKEY,25. Dönem CHP Eskişehir Milletvekili  ve Parti Meclisi Üyesi,Tue Nov 16 20:34:06 +0000 2010,676,19947,11418,1602
216106605,nejatkocer,Nejat Koçer,,Gaziantep Milletvekili & Ak Parti Ekonomi İşleri Başkan Yrd.,Mon Nov 15 20:29:38 +0000 2010,573,63528,9310,26
215809146,gokdagantep,mehmet gökdağ,,,Sun Nov 14 23:53:49 +0000 2010,233,371,35,2
214930248,umitozdag,Prof. Dr. Ümit Özdağ,"Ankara, Türkiye",MHP Gaziantep Milletvekili - 21.YY Türkiye Enstitüsü Başkanı - 21.YY Dergisi Editörü,Fri Nov 12 15:45:35 +0000 2010,636,225766,20444,112
214856284,draliseker,Ali Şeker,İSTANBUL,CHP İstanbul Milletvekili. Genel Cerrahi Uzmanı.,Fri Nov 12 11:58:22 +0000 2010,1716,2571,1833,256
214606524,mehmetparsak,Mehmet PARSAK,"Afyonkarahisar, Türkiye","MHP Afyonkarahisar Milletvekili, MHP Merkez Yönetim Kurulu Üyesi, Türk Akademisi Siyasi ve Sosyal Araştırmalar Vakfı Başkanvekili.",Thu Nov 11 20:17:00 +0000 2010,767,16374,4657,887
214128414,Adursun15,Alparslan Dursun,Bucak/Burdur,25.Dönem Milliyetçi Hareket Partisi Burdur Milletvekili,Wed Nov 10 16:52:04 +0000 2010,1723,2269,1221,220
214017108,dbdevletbahceli,Devlet Bahçeli,Türkiye - Ankara,Milliyetçi Hareket Partisi Genel Başkanı,Wed Nov 10 10:46:18 +0000 2010,0,1747345,2593,0
213298580,tacettinbayir,Tacettin BAYIR,İzmir / TÜRKİYE,CHP İzmir Milletvekili                                 CHP İZMİR İl Eski Başkanı,Mon Nov 08 14:59:07 +0000 2010,558,1731,180,34
210901544,haozdemir,Hacı Ahmet ÖZDEMIR ,,25. Dönem Ak Parti Konya Milletvekili,Mon Nov 01 18:51:53 +0000 2010,835,915,1599,120
207085169,mehmedmus,Dr. Mehmet Muş,İstanbul,AK Parti İstanbul Milletvekili - Genel Başkan Yardımcısı - Ekonomi İşleri Başkanı,Sun Oct 24 13:45:58 +0000 2010,580,34528,4138,178
205766654,CahitBagci,Cahit Bağcı,TBMM,"Sosyolog, AKPARTİ 23. 24. ve 25. Dönem Çorum Mlv./ 
Sociologist, MP, Justice & Development Party, Ankara TURKEY",Thu Oct 21 15:20:40 +0000 2010,356,12801,6531,629
203578664,Ziverozdemir,Ziver ozdemir,Batman &Ankara,AKPARTİ Batman Milletvekili KİT Komisyonu Başkan Vekili-İnsan Hakları inceleme Komisyon Üyesi,Sat Oct 16 16:06:56 +0000 2010,607,10104,2986,20
203448605,ugur_isilak,Uğur Işılak,Istanbul,Ak Parti İstanbul Milletvekili ugur.isilak@tbmm.gov.tr / isilaktwitter@gmail.com http://t.co/lwQ5UWf9A9,Sat Oct 16 08:50:28 +0000 2010,241,402868,3011,277
202101981,halilurun,Halil Urun,,"Adalet ve Kalkınma Partisi Afyonkarahisar Milletvekili,                                                                     TBMM Dilekçe Komisyonu Başkanvekili",Wed Oct 13 09:09:02 +0000 2010,734,6994,1446,24
201339405,turanbulent,BÜLENT TURAN,,"Hukukçu / http://t.co/W1oUhGZZar 
Ak Parti Çanakkale Mv",Mon Oct 11 16:47:34 +0000 2010,470,56803,9668,5467
187641987,ilhancihaner,İlhan Cihaner,,,Mon Sep 06 19:48:42 +0000 2010,1114,225785,2813,1
185660474,huseyinedis,Huseyin Edis,Ankara,"SAYIŞTAY UzmanDenetçisi(Court of Accounts),  eBTK Telekomünikasyon Kurumu) Üyesi 2. Başkanı. Ankara Bafder kurucu Başkanı. Samsun 25. Dönem Milletvekili",Wed Sep 01 14:44:10 +0000 2010,588,308,459,4
185376138,yaktay,Yasin Aktay,Ankara,"AK Parti Genel Başkan Yardımcısı, Dış İlişkiler, Deputy Chairman, Foreign Affairs,
Yıldırım Beyazıt Ün., Sosyoloji Böl.",Tue Aug 31 21:03:23 +0000 2010,632,121301,13632,60
183979676,MSErdinc,Mehmet Şükrü ERDİNÇ,Adana-Ankara,AK Parti Adana Milletvekili. Member of Parliament from AK Party,Sat Aug 28 11:10:21 +0000 2010,461,26007,5000,413
183665035,memetsimsek,Mehmet Simsek,"Ankara, Turkey",TC Maliye Bakanı - Minister of Finance,Fri Aug 27 15:40:59 +0000 2010,484,1279035,19108,3124
182317200,vekilince,Muharrem İNCE,,"CHP Yalova Milletvekili, muharrem.ince@tbmm.gov.tr Tepeden Tırnağa Cesaret Her şey Türkiye'yi Sevmekten İbaret...",Tue Aug 24 09:45:52 +0000 2010,1692,1743943,11423,63
181567076,Ahmet_Davutoglu,Ahmet Davutoğlu,Ankara,Türkiye Cumhuriyeti Başbakanı -  Adalet ve Kalkınma Partisi Genel Başkanı,Sun Aug 22 14:36:03 +0000 2010,82,3146580,1596,8
179970633,drsgonen,Dr.Sait Gönen,Ankara-Turkey,Prof.Dr.Mustafa Sait Gonen 25.Dönem Konya Miletvekili. Endokrinoloji ve Metabolizma Hast.Uzmanı,Wed Aug 18 14:45:41 +0000 2010,381,1419,1447,3236
179937764,TuranYALDIR,Turan YALDIR,Aksaray - Ankara,MHP Aksaray Milletvekili & MYK Üyesi • İş Adamı • Evli • İki Kız Babası • 0312 420 60 26 • 0505 777 00 68 • TBMM Oda NO: Z055 • turan.yaldir@tbmm.gov.tr,Wed Aug 18 13:10:04 +0000 2010,648,53354,1006,150
179453842,ishakgazel,İshak Gazel,Kütahya,AK Parti Kütahya Milletvekili,Tue Aug 17 09:45:23 +0000 2010,664,2129,4535,288
177542328,tbcelik,Burcu Çelik Özkan,Muş Ankara İstanbul ,25. Dönem HDP Muş Milletvekili,Thu Aug 12 12:10:09 +0000 2010,252,3672,1164,452
176112830,ResatPetek,Reşat Petek,Burdur,AK Parti Burdur Milletvekili,Sun Aug 08 16:08:55 +0000 2010,1039,18369,7952,160
173734836,baydemirosman,osman baydemir,,"Barış özgürlükle gelir, adaletle korunur. Özgürlüğe , barışa, adalete inanır.",Mon Aug 02 06:27:59 +0000 2010,1592,455687,4219,24
169172894,turyildizbicer,Tur Yıldız Biçer,Manisa,Cumhuriyet Halk Partisi Manisa Milletvekili,Wed Jul 21 18:34:47 +0000 2010,144,1014,292,62
167788521,Ziyaroni,Ziya Çalışkan,,HDP Urfa Milletvekili,Sat Jul 17 14:22:20 +0000 2010,158,1441,230,16
167759855,ruhsardemirel,Ruhsar Demirel,Eskişehir,Eskişehir Milletvekili - MHP Genel Başkan Yardımcısı,Sat Jul 17 12:36:24 +0000 2010,427,43480,6361,10
167469408,_ibrahimaydemir,İbrahim Aydemir ,AK PARTİ ERZURUM MİLLETVEKİLİ,Hoşça bak zâtına kim zübde-i âlemsin sen / merdüm-i dîde-i ekvân olan âdemsin sen / ŞEYH GALİP,Fri Jul 16 17:33:16 +0000 2010,512,9758,1348,211
166091210,Av_Burcu03,BURCU KÖKSAL,,"Avukat,Chp Afyonkarahisar Milletvekili,Çydd Afyonkarahisar Şubesi yönetim kurulu üyesi,Afyonkarahisar barosu Kadın ve Çocuk Hakları komisyon üyesi...",Tue Jul 13 08:56:24 +0000 2010,403,623,102,29
163020501,gurseltekin34,Gürsel Tekin,İstanbul - Ankara,CHP Genel Sekreteri ve İstanbul Milletvekili Gürsel Tekin’in resmi hesabıdır. http://t.co/bwI270mngr  http://t.co/L0d0zLhip4 http://t.co/athFsUIthj,Mon Jul 05 09:53:59 +0000 2010,2156,551412,3797,23
157927226,oktayvural,Oktay Vural,Resmi Twitter Hesabı,"İzmir Milletvekili
Milliyetçi Hareket Partisi Grup Başkanvekili",Mon Jun 21 08:02:02 +0000 2010,7,661452,11282,36
155534196,abdulhamitgul,Abdulhamit Gül,Avukat- ANKARA,"Ak Parti Genel Başkan Yardımcısı - Yerel Yönetimler Başkanı http://t.co/dhRHppb9kn 
http://t.co/cjKMbqcBD5 http://t.co/l0BTlzLtJq",Mon Jun 14 11:55:39 +0000 2010,1080,50577,10986,652
154993645,necdetunuvar,Necdet Ünüvar,Adana-Ankara,"AK PARTi Adana Milletvekili / TBMM Sağlık, Aile, Çalışma ve Sosyal İşler Komisyonu Başkanı / Türkiye-Azerbaycan Parlamentolararası Dostluk Grubu Başkanı",Sat Jun 12 20:28:31 +0000 2010,644,65640,12440,296
154157629,sencerayata,Sencer Ayata,Ankara,"CHP Genel Başkan Yardımcısı, 
CHP İstanbul Milletvekili Adayı,
CHP Araştırma, Bilim ve Yönetim Platformu Başkanı",Thu Jun 10 14:39:16 +0000 2010,207,26320,386,26
154140901,kilicdarogluk,Kemal Kılıçdaroğlu,"Ankara,Türkiye","Cumhuriyet Halk Partisi Genel Başkanı

http://t.co/NfO0N0DY2n

 http://t.co/XBvuQcZuD8",Thu Jun 10 13:42:34 +0000 2010,9926,3048688,2383,0
150368622,cemalokanyuksel,Cemal Okan Yüksel,Eskişehir,CUMHURİYET HALK PARTİSİ ESKİŞEHİR MİLLETVEKİLİ,Mon May 31 19:22:21 +0000 2010,1060,5160,1626,103
149044403,VeyselEroglu,Veysel Eroğlu,Ankara,"Orman ve Su İşleri Bakanı

-Minister of Forestry and Water Affairs-

http://t.co/zk1Kxw3Owg  http://t.co/zVbOrlbrEX",Fri May 28 07:56:18 +0000 2010,398,394758,20925,931
145683544,mdurmusoglu,Mücahit Durmuşoğlu,"Osmaniye, Ankara, Turkiye","TBMM Başkanlık Divanı Katip Üyesi, AK Parti Osmaniye Milletvekili; 1965 Kadirli doğumlu, evli ve 3 çocuk babası.",Wed May 19 16:18:33 +0000 2010,992,1890,707,225
145254257,ABabuscu,Aziz Babuşcu,İstanbul,AK Parti İstanbul Milletvekili,Tue May 18 14:04:51 +0000 2010,328,187518,3676,1
144798984,hasanbasrikurt,Hasan Basri KURT,,Akparti Samsun Milletvekili,Mon May 17 09:54:43 +0000 2010,287,814,753,83
124147545,Murat_Alparslan,Murat Alparslan,"Ankara, Türkiye",Ankara Milletvekili,Thu Mar 18 12:08:47 +0000 2010,219,23763,2199,7
121052401,ilhankesici,ilhan Kesici,istanbul-Turkiye,"İstanbul Milletvekili (CHP), Devlet Planlama Teskilati Mustesari (E) ilhankesici@ilhankesici.org",Mon Mar 08 09:21:33 +0000 2010,17379,36306,234,3
118651108,AlimISIK,Prof.Dr. Alim IŞIK,TBMM B Blok Ankara,#MHP #Kütahya Milletvekili.,Mon Mar 01 10:23:53 +0000 2010,22659,58085,13190,92
115216315,yilmaztunc,Yılmaz TUNÇ,ANKARA-Bartın,"23-24-25.Dönem AK Parti Bartın Milletvekili, 
TBMM Adalet Komisyonu Sözcüsü, 
Grup Yönetim Kurulu Üyesi, 
Siyasi ve Hukuki İşler Bşk.Yrd.",Thu Feb 18 00:15:09 +0000 2010,1039,32711,10801,6210
106720937,zeynabelle,zeynep altıok akatlı,,"wine, good food, travel, write, read, enjoy the ride",Wed Jan 20 13:57:51 +0000 2010,725,47585,46799,2343
104661012,ziyapir,Ziya Pir,facebook.com/ziyapirhdp,"25. Dönem HDP Amed Milletvekili.       

 
doğruyu söyleyenin başı dertte olurmuş.. olsun, haysiyetsiz olmaktan iyidir.",Thu Jan 14 00:48:19 +0000 2010,370,9439,984,226
101692365,nurhayataltaca,Nurhayat Altaca,,"Avukat, CHP Bursa Milletvekili",Mon Jan 04 07:33:30 +0000 2010,773,1117,769,250
100936989,mazharbagli,Mazhar Bağlı,Şanlıurfa-Ruha,"AK Parti MKYK Üyesi, Prof. Dr., AK Parti Şanlıurfa Milletvekili",Fri Jan 01 08:33:48 +0000 2010,642,31990,23396,269
100341775,aysesula,AYŞE SULA KÖSEOĞLU,TRABZON,"25. Dönem AK PARTİ Trabzon Milletvekili Avukat, Siyasetçi, Sivil Toplumcu, Muhafazakâr Demokrat ve Trabzonsporlu..",Tue Dec 29 22:57:31 +0000 2009,355,3421,7145,3009
99601927,sadullahkisacik,Sadullah Kısacık,Adana-Ankara,"AK Parti Adana Milletvekili, Endüstri Yüksek Mühendisi, Yönetim Uzmanı,  Başarılı Yöneticiliğin Yol Haritası Kitabının Yazarı.",Sun Dec 27 00:17:58 +0000 2009,321,3337,2655,958
98080974,veliagbaba,Veli AĞBABA,Malatya,"CHP Genel Başkan Yardımcısı, Malatya Milletvekili, TBMM İnsan Haklarını İnceleme Kom. Üyesi, CHP Cezaevi Kom. Sözcüsü ,",Sun Dec 20 08:17:11 +0000 2009,1147,83616,15779,709
97679847,kamilsindir,Kamil Okyay SINDIR,Bornova,CHP İzmir Milletvekili -  Prof.Dr. - 2009-2014 Dönem Bornova Belediye Başkanı,Fri Dec 18 14:39:36 +0000 2009,1279,3855,382,127
96996787,m_akaydin,MUSTAFA AKAYDIN,Antalya,CHP Antalya Milletvekili,Tue Dec 15 15:02:16 +0000 2009,270,55081,4092,208
96839957,adnangunnar,Dr. Adnan GÜNNAR,Trabzon,AK Parti Trabzon Milletvekili,Mon Dec 14 21:01:18 +0000 2009,278,2987,5255,44
94366694,selamiozyasar,selami özyaşar,,Halkların Demokratik Partisi Wan Milletvekili /Bavê Arya û Arîn.,Thu Dec 03 16:53:04 +0000 2009,71,645,2235,38
90854551,nacibostanci,Naci Bostancı,Ankara Türkiye,,Wed Nov 18 11:59:08 +0000 2009,865,27272,8923,7
86621872,erkankandemir,Erkan Kandemir,"İstanbul, Türkiye",AK Parti İstanbul Milletvekili,Sat Oct 31 23:27:09 +0000 2009,822,18469,2333,4
83762614,drvuralkavuncu,Vural Kavuncu,,24.Dönem AK Parti Kütahya Milletvekili,Tue Oct 20 03:50:41 +0000 2009,216,5022,3034,46
83090867,alp_kavaklioglu,Alpaslan Kavaklıoğlu,Niğde Ankara,Akparti Niğde Milletvekili                            Güvenlik ve İstihbarat Kom.Bşk.                         Akparti Yerel Yönetimler Bşk. Yrd.,Sat Oct 17 08:44:03 +0000 2009,93,6760,2666,393
82574059,ertanaydin,Ertan Aydın,,"Doç. Dr. Siyaset Bilimci, Ankara Milletvekili",Thu Oct 15 08:55:56 +0000 2009,490,70045,3528,36
81161411,GaroPaylan,garo paylan,,HDP MYK Üyesi - İstanbul Milletvekili,Fri Oct 09 17:41:20 +0000 2009,194,43187,866,18
80531038,selinsayekboke,Selin Sayek-Böke,Türkiye,CHP Ekonomi Politikalarından Sorumlu Genel Başkan Yardımcısı / CHP İzmir Milletvekili,Wed Oct 07 08:52:41 +0000 2009,608,42379,1235,450
76725707,fatmakaplan,Fatma KaplanHürriyet,Türkiye,CHP Kocaeli Milletvekili,Wed Sep 23 19:06:35 +0000 2009,861,922,2827,76
76691248,barisyarkadas,Barış Yarkadaş,Türkiye - İstanbul..,Gerçek Gündem'in Sahibi ve Genel Yayın Yönetmeni... CHP İstanbul Milletvekili,Wed Sep 23 16:50:05 +0000 2009,3602,212709,39215,20
73785262,huseyinburge,Hüseyin Bürge,,AK Parti İstanbul Milletvekili,Sun Sep 13 01:50:12 +0000 2009,903,42043,18766,39
40523038,markaresayan,Markar Esayan,,,Sat May 16 19:13:01 +0000 2009,961,94142,14383,1691
34350322,NumanKurtulmus,Numan KURTULMUŞ,,Türkiye Cumhuriyeti Başbakan Yardımcısı |  Deputy Prime Minister of the Republic of Turkey,Wed Apr 22 18:20:35 +0000 2009,56,1047363,3622,340
30873151,MevlutDudu,Mevlüt Dudu,,"CHP Emekçisi, Hatay Milletvekili, TBMM KİT Komisyonu Üyesi",Mon Apr 13 14:23:16 +0000 2009,483,11315,3218,79
18971997,suleymansoylu,Süleyman Soylu,Turkey,AK Parti Genel Başkan Yardımcısı - Teşkilat Başkanı - Trabzon Milletvekili http://t.co/dhRHppb9kn | Instagram: suleyman_soylu | Facebook: suleyman.soylu.79,Wed Jan 14 09:56:18 +0000 2009,591,364222,4589,33
18185406,ahmetakin,Ahmet AKIN,,CHP Balıkesir Milletvekili,Wed Dec 17 08:21:12 +0000 2008,240,10630,2292,24
17137978,utkucakirozer,Utku Çakırözer,Eskişehir,"Gazeteci, CHP Eskişehir Milletvekili",Mon Nov 03 19:42:57 +0000 2008,1238,52198,1674,80
